itemID,WeekGroup,count,count_diff1,count_diff2,count_diff3,count_diff4,count_diff5,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,cluster,simulationPrice,brand,manufacturer,customerRating,category1,category2,category3,recommendedRetailPrice
3206,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.31,70,84,5.0,2,8,2,30.13
3207,11,,0.009527754763877381,0.004349627174813587,0.010770505385252692,0.0,0.0,0,0,0,0,4.0,3.29,70,84,4.5,2,8,2,22.41
3208,11,,0.007042253521126761,0.0051781275890637945,0.013048881524440762,0.0,0.0,0,0,0,0,4.0,3.89,70,84,0.0,2,8,2,19.67
3209,11,,0.0047638773819386904,0.013048881524440762,0.007249378624689312,0.0,0.0,0,0,0,0,4.0,26.77,70,84,4.5,2,8,2,29.38
3210,11,,0.013670256835128416,0.006420878210439105,0.008699254349627174,0.0,0.0,0,0,0,0,4.0,2.27,70,84,4.0,2,8,2,16.43
3211,11,,0.01408450704225352,0.0033140016570008283,0.006628003314001657,0.0,0.0,0,0,0,0,4.0,5.54,70,84,4.0,2,8,2,24.15
3212,11,,0.0,0.0033140016570008283,0.0,0.0,0.0,0,0,0,0,2.0,34.24,36,62,5.0,2,8,2,121.71
3213,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.21,66,82,0.0,2,8,2,14.5
3214,11,,0.0022783761391880694,0.0,0.0,0.0,0.0,0,0,0,0,2.0,34.81,66,82,0.0,2,8,2,37.04
3215,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.76,66,82,0.0,2,8,2,26.68
3216,11,,0.0024855012427506215,0.0033140016570008283,0.0006213753106876553,0.0,0.0,0,0,0,0,4.0,0.97,0,85,0.0,2,8,2,10.35
3217,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.81,0,85,0.0,2,8,2,20.93
3218,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11.52,0,85,0.0,2,8,2,34.98
3219,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.23,0,85,0.0,2,8,2,29.65
3220,11,,0.005799502899751449,0.0031068765534382767,0.0008285004142502071,0.0,0.0,0,0,0,0,4.0,4.39,0,85,0.0,2,8,2,17.11
3221,11,,0.0051781275890637945,0.004142502071251036,0.005385252692626346,0.0,0.0,0,0,0,0,4.0,12.69,0,85,0.0,2,8,2,21.46
3222,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.86,0,85,5.0,2,8,2,13.53
3223,11,,0.0,0.006213753106876553,0.005592377796188898,0.0,0.0,0,0,0,0,4.0,12.46,0,85,0.0,2,8,2,34.68
3224,11,,0.0014498757249378623,0.002071251035625518,0.0,0.0,0.0,0,0,0,0,2.0,14.38,0,85,5.0,2,8,2,24.68
3225,11,,0.0,0.004142502071251036,0.006213753106876553,0.0,0.0,0,0,0,0,2.0,1.04,0,85,0.0,2,8,2,11.14
3226,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.03,0,85,0.0,2,8,2,39.47
3227,11,,0.006006628003314002,0.002071251035625518,0.004142502071251036,0.0,0.0,0,0,0,0,4.0,2.19,0,85,0.0,2,8,2,15.92
3228,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18.13,0,85,0.0,2,8,2,27.46
3229,11,,0.003935376967688484,0.002899751449875725,0.0,0.0,0.0,0,0,0,0,4.0,7.04,0,85,0.0,2,8,2,23.48
3230,11,,0.0014498757249378623,0.0024855012427506215,0.0,0.0,0.0,0,0,0,0,4.0,0.86,0,85,0.0,2,8,2,9.95
3231,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.51,0,85,0.0,2,8,2,16.32
3232,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.67,0,85,0.0,2,8,2,12.07
3233,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.32,0,85,0.0,2,8,2,26.67
3234,11,,0.002899751449875725,0.0035211267605633804,0.0008285004142502071,0.0,0.0,0,0,0,0,4.0,9.33,0,85,5.0,2,8,2,19.37
3235,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.19,0,85,0.0,2,8,2,22.69
3236,11,,0.0014498757249378623,0.0012427506213753105,0.0,0.0,0.0,0,0,0,0,4.0,2.47,0,85,5.0,2,8,2,14.13
3237,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.92,0,85,0.0,2,8,2,19.3
3238,11,,0.0037282518641259324,0.0047638773819386904,0.0,0.0,0.0,0,0,0,0,4.0,16.24,0,85,0.0,2,8,2,26.47
3239,11,,0.007249378624689312,0.0010356255178127587,0.0,0.0,0.0,0,0,0,0,4.0,9.01,0,85,0.0,2,8,2,25.47
3240,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.87,0,85,0.0,2,8,2,11.34
3241,11,,0.002692626346313173,0.0022783761391880694,0.006006628003314002,0.0,0.0,0,0,0,0,4.0,6.12,0,85,0.0,2,8,2,16.84
3242,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11.34,0,85,0.0,2,8,2,23.48
3243,11,,0.0037282518641259324,0.002071251035625518,0.0,0.0,0.0,0,0,0,0,4.0,3.81,0,85,0.0,2,8,2,16.92
3244,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.46,0,85,5.0,2,8,2,24.88
3245,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.02,0,85,0.0,2,8,2,12.34
3246,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,84.51,71,82,5.0,2,8,2,49.91
3247,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,7.79,71,82,5.0,2,8,2,23.38
3248,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.11,66,82,0.0,2,8,2,17.87
3249,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11.91,66,82,0.0,2,8,2,18.65
3250,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.38,66,82,0.0,2,8,2,21.5
3251,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.8,0,86,0.0,2,8,2,10.4
3252,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,46.92,0,86,0.0,2,8,2,28.35
3253,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.03,0,86,0.0,2,8,2,21.55
3254,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43.25,0,86,0.0,2,8,2,27.59
3255,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.35,0,86,0.0,2,8,2,13.42
3256,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.05,0,86,0.0,2,8,2,9.64
3257,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.03,0,86,0.0,2,8,2,11.34
3258,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54.12,0,86,0.0,2,8,2,26.84
3259,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.66,0,86,0.0,2,8,2,13.99
3260,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.82,0,86,0.0,2,8,2,23.62
3261,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.11,0,86,0.0,2,8,2,24.38
3262,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55.02,0,86,0.0,2,8,2,27.78
3263,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.47,0,86,0.0,2,8,2,17.01
3264,11,,0.0004142502071251035,0.0004142502071251035,0.0,0.0,0.0,0,0,0,0,4.0,3.23,0,86,0.0,2,8,2,11.91
3265,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.46,0,86,0.0,2,8,2,16.44
3266,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,23.11,0,86,0.0,2,8,2,27.03
3267,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,22.18,0,86,0.0,2,8,2,26.27
3268,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.98,0,86,0.0,2,8,2,14.18
3269,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.82,0,86,0.0,2,8,2,18.14
3270,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.95,0,86,0.0,2,8,2,14.74
3271,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.79,0,86,0.0,2,8,2,11.53
3272,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.72,0,86,0.0,2,8,2,17.39
3273,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,21.74,0,86,0.0,2,8,2,28.16
3274,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.76,0,86,5.0,2,8,2,19.66
3275,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.63,0,86,0.0,2,8,2,19.47
3276,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.74,0,86,0.0,2,8,2,15.69
3277,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.95,0,86,0.0,2,8,2,17.2
3278,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.04,71,82,0.0,2,8,2,29.13
3279,11,,0.0008285004142502071,0.0,0.0,0.0,0.0,0,0,0,0,2.0,85.23,71,82,0.0,2,8,2,77.76
3280,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,64.34,71,82,5.0,2,8,2,75.65
3281,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,70.48,71,82,0.0,2,8,2,67.14
3282,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,66.23,71,82,5.0,2,8,2,56.39
3283,11,,0.004556752278376139,0.0,0.0,0.0,0.0,0,0,0,0,4.0,68.67,71,82,4.75,2,8,2,71.86
3284,11,,0.007042253521126761,0.007042253521126761,0.0,0.0,0.0,0,0,0,0,4.0,6.23,71,82,5.0,2,8,2,31.0
3285,11,,0.018227009113504555,0.0010356255178127587,0.0,0.0,0.0,0,0,0,0,4.0,7.87,71,82,5.0,2,8,2,31.0
3286,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.7,71,82,0.0,2,8,2,24.72
3287,11,,0.002692626346313173,0.0,0.0,0.0,0.0,0,0,0,0,2.0,14.8,71,82,5.0,2,8,2,38.18
3288,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.32,71,82,5.0,2,8,2,26.6
3289,11,,0.0004142502071251035,0.0,0.0,0.0,0.0,0,0,0,0,4.0,19.71,71,82,5.0,2,8,2,44.19
3290,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,35.67,71,82,5.0,2,8,2,44.34
3291,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.8,71,82,5.0,2,8,2,18.5
3292,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,25.09,71,82,0.0,2,8,2,43.37
3293,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,5.32,71,82,0.0,2,8,2,32.94
3294,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.56,0,86,0.0,2,8,2,13.61
3295,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.5,0,86,5.0,2,8,2,15.12
3296,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.62,0,86,0.0,2,8,2,20.79
3297,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,45.02,0,86,0.0,2,8,2,25.7
3298,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.62,0,86,5.0,2,8,2,17.95
3299,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18.39,0,86,5.0,2,8,2,26.27
3300,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.39,0,86,5.0,2,8,2,20.22
3301,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,27.67,0,86,0.0,2,8,2,27.03
3302,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11.25,0,86,5.0,2,8,2,22.3
3303,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.26,0,86,0.0,2,8,2,10.58
3304,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.87,0,86,0.0,2,8,2,20.6
3305,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.93,0,86,5.0,2,8,2,21.92
3306,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.5,0,86,0.0,2,8,2,12.28
3307,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,34.35,0,86,5.0,2,8,2,24.0
3308,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.0,0,86,0.0,2,8,2,11.34
3309,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.78,0,86,0.0,2,8,2,15.12
3310,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,35.75,0,86,0.0,2,8,2,24.76
3311,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.51,0,86,0.0,2,8,2,21.17
3312,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.16,0,86,5.0,2,8,2,20.03
3313,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.62,0,86,0.0,2,8,2,26.84
3314,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,45.03,0,86,0.0,2,8,2,27.97
3315,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.09,0,86,0.0,2,8,2,15.69
3316,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.84,0,86,0.0,2,8,2,16.25
3317,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.35,0,86,0.0,2,8,2,21.92
3318,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18.8,0,86,0.0,2,8,2,26.46
3319,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11.08,0,86,0.0,2,8,2,21.73
3320,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.37,0,86,0.0,2,8,2,22.49
3321,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18.39,0,86,5.0,2,8,2,26.27
3322,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.86,0,86,0.0,2,8,2,25.52
3323,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.33,0,86,0.0,2,8,2,10.96
3324,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20.93,0,86,0.0,2,8,2,21.17
3325,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.98,0,86,0.0,2,8,2,23.44
3326,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,22.21,0,86,0.0,2,8,2,27.97
3327,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,29.44,0,86,0.0,2,8,2,28.16
3328,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.88,0,86,0.0,2,8,2,12.28
3329,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,58.9,0,86,0.0,2,8,2,28.16
3330,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.08,0,86,0.0,2,8,2,22.49
3331,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.1,0,86,0.0,2,8,2,22.49
3332,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.75,0,86,0.0,2,8,2,24.95
3333,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.97,0,86,0.0,2,8,2,12.47
3334,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.09,0,86,5.0,2,8,2,11.15
3335,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.13,0,86,0.0,2,8,2,10.4
3336,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.81,0,86,0.0,2,8,2,23.81
3337,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.16,0,86,5.0,2,8,2,20.03
3338,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.8,0,86,0.0,2,8,2,18.9
3339,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.15,0,86,0.0,2,8,2,13.61
3340,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,23.15,0,86,0.0,2,8,2,20.22
3341,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,23.25,0,86,0.0,2,8,2,27.97
3342,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.34,0,86,0.0,2,8,2,17.39
3343,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.98,0,86,2.0,2,8,2,14.18
3344,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,40.88,0,86,0.0,2,8,2,25.89
3345,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.11,0,86,0.0,2,8,2,10.4
3346,11,,0.007870753935376968,0.0,0.0,0.0,0.0,0,0,0,0,4.0,4.06,71,82,5.0,2,8,2,25.48
3347,11,,0.003935376967688484,0.0,0.0,0.0,0.0,0,0,0,0,4.0,7.23,71,82,5.0,2,8,2,24.35
3348,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,71.94,4,38,5.0,2,8,2,40.07
3349,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20.16,4,38,5.0,2,8,2,23.62
3350,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,45.47,4,38,0.0,2,8,2,34.38
3351,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,91.65,4,38,2.0,2,8,2,49.54
3352,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,116.55,4,38,4.5,2,8,2,37.97
3353,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.82,4,38,4.0,2,8,2,29.6
3354,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,25.32,4,38,5.0,2,8,2,28.11
3355,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,29.11,4,38,0.0,2,8,2,29.0
3356,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43.57,4,38,4.0,2,8,2,34.38
3357,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.49,4,38,4.0,2,8,2,18.84
3358,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,206.15,4,38,4.33,2,8,2,55.71
3359,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.83,4,38,0.0,2,8,2,29.9
3360,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,26.09,4,38,4.0,2,8,2,25.71
3361,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,155.14,4,38,2.0,2,8,2,44.55
3362,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,85.83,4,38,0.0,2,8,2,37.97
3363,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,29.51,4,38,0.0,2,8,2,27.51
3364,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.71,4,38,0.0,2,8,2,17.94
3365,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,89.34,62,62,0.0,2,8,2,133.87
3366,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,38.48,72,87,0.0,2,8,2,35.91
3367,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.87,72,87,5.0,2,8,2,25.54
3368,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.92,72,87,5.0,2,8,2,25.14
3369,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,78.69,72,87,5.0,2,8,2,45.88
3370,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,70.26,72,87,0.0,2,8,2,37.38
3371,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,112.14,72,87,0.0,2,8,2,44.55
3372,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,25.31,72,87,2.0,2,8,2,26.61
3373,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,35.4,72,87,0.0,2,8,2,31.99
3374,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.92,72,87,1.0,2,8,2,21.23
3375,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.2,72,87,2.0,2,8,2,31.1
3376,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.55,72,87,0.0,2,8,2,23.73
3377,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20.44,72,87,0.0,2,8,2,38.74
3378,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.58,72,87,0.0,2,8,2,22.34
3379,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.81,72,87,0.0,2,8,2,25.48
3380,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.68,72,87,0.0,2,8,2,26.17
3381,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.21,72,87,0.0,2,8,2,22.68
3382,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.9,72,87,0.0,2,8,2,25.71
3383,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37.16,72,87,0.0,2,8,2,33.49
3384,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.75,72,87,0.0,2,8,2,29.66
3385,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.82,72,87,0.0,2,8,2,33.15
3386,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.5,72,87,0.0,2,8,2,20.59
3387,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,64.19,72,87,0.0,2,8,2,45.02
3388,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.77,72,87,0.0,2,8,2,20.33
3389,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.6,72,87,0.0,2,8,2,26.31
3390,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.01,72,87,5.0,2,8,2,25.71
3391,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.48,72,87,0.0,2,8,2,18.84
3392,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,61.24,72,87,0.0,2,8,2,37.97
3393,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.09,72,87,0.0,2,8,2,31.4
3394,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,76.12,72,87,0.0,2,8,2,40.96
3395,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43.14,72,87,0.0,2,8,2,44.55
3396,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.8,72,87,0.0,2,8,2,24.22
3397,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.57,72,87,0.0,2,8,2,17.64
3398,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.62,72,87,4.33,2,8,2,23.92
3399,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,35.61,72,87,0.0,2,8,2,31.69
3400,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.13,72,87,5.0,2,8,2,22.72
3401,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.85,72,87,0.0,2,8,2,23.02
3402,11,,0.002692626346313173,0.0,0.0,0.0,0.0,0,0,0,0,4.0,1.06,0,86,5.0,2,8,2,10.14
3403,11,,0.008492129246064623,0.006213753106876553,0.0,0.0,0.0,0,0,0,0,4.0,4.72,0,86,0.0,2,8,2,14.2
3404,11,,0.006628003314001657,0.0,0.0,0.0,0.0,0,0,0,0,4.0,2.42,0,86,5.0,2,8,2,13.35
3405,11,,0.019055509527754762,0.0,0.0,0.0,0.0,0,0,0,0,4.0,2.78,0,86,5.0,2,8,2,15.21
3406,11,,0.007042253521126761,0.0,0.0,0.0,0.0,0,0,0,0,5.0,3.34,0,86,5.0,2,8,2,14.87
3407,11,,0.014705882352941176,0.0,0.0,0.0,0.0,0,0,0,0,4.0,0.38,0,86,5.0,2,8,2,8.79
3408,11,,0.009527754763877381,0.0,0.0,0.0,0.0,0,0,0,0,4.0,6.17,0,86,0.0,2,8,2,18.25
3409,11,,0.008285004142502071,0.0,0.0,0.0,0.0,0,0,0,0,2.0,0.38,0,86,0.0,2,8,2,8.79
3410,11,,0.003935376967688484,0.0,0.0,0.0,0.0,0,0,0,0,4.0,12.32,0,86,0.0,2,8,2,22.98
3411,11,,0.011184755592377795,0.0,0.0,0.0,0.0,0,0,0,0,4.0,7.98,0,86,5.0,2,8,2,24.0
3412,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.65,70,84,0.0,2,8,2,33.19
3413,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.14,70,84,0.0,2,8,2,25.42
3414,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.83,70,84,0.0,2,8,2,23.02
3415,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,101.23,70,84,0.0,2,8,2,43.06
3416,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.27,70,84,0.0,2,8,2,39.47
3417,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.84,70,84,0.0,2,8,2,15.25
3418,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.33,70,84,0.0,2,8,2,25.71
3419,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.46,70,84,5.0,2,8,2,14.44
3420,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.83,70,84,5.0,2,8,2,16.68
3421,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,21.61,70,84,5.0,2,8,2,33.86
3422,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11.82,70,84,5.0,2,8,2,19.42
3423,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.89,70,84,0.0,2,8,2,28.14
3424,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,32.68,70,84,0.0,2,8,2,30.38
3425,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,51.3,70,84,0.0,2,8,2,32.12
3426,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.78,70,84,5.0,2,8,2,18.92
3427,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.74,70,84,3.5,2,8,2,33.62
3428,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.21,70,84,5.0,2,8,2,16.18
3429,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,35.08,70,84,0.0,2,8,2,29.13
