itemID|brand|manufacturer|customerRating|category1|category2|category3|recommendedRetailPrice|minSalesPrice|maxSalesPrice|meanSalesPrice|minSalesPriceCounts|maxSalesPriceCounts|unitsSold|revenue|relRevenue|dateFirstSell|dateLastSell|soldDaily|soldWeekly|soldMonthly|recentlySold
2473|31|53|0.0|2|9|9|40.73|86.83|86.83|86.82999999999996|44.0|44.0|44.0|3820.52|5.250384022730872e-05|2018-03-21|2018-03-21|1.0|1.0|1.0|73.0
2474|31|53|0.0|2|9|9|79.39|89.2|89.2|89.19999999999993|48.0|48.0|48.0|4281.6|5.8840273658361955e-05|2018-03-21|2018-04-22|0.09090909090909091|0.6|1.0|41.0
2475|31|53|0.0|2|9|9|46.89|34.17|35.49|35.47239999999987|2.0|149.0|151.0|5356.35|7.361012233977183e-05|2018-03-21|2018-05-25|0.045454545454545456|0.3|1.0|8.0
2476|39|63|4.0|2|8|8|24.19|39.63|58.51|48.30315476190477|166.0|100.0|339.0|16348.75|0.0002246741694628515|2018-04-06|2018-05-22|0.2765957446808511|0.875|1.0|11.0
2477|37|63|4.0|2|8|8|29.65|62.85|69.14|65.83512422360275|5.0|6.0|330.0|21728.86|0.0002986108157427678|2018-02-23|2018-05-30|0.15463917525773196|0.6|1.0|3.0
2478|38|63|0.0|2|13|15|13.73|3.91|6.53|5.821474358974389|1.0|183.0|325.0|1888.07|2.5946972039925133e-05|2018-02-19|2018-05-17|0.25|0.8461538461538461|1.0|16.0
2479|37|63|5.0|2|8|8|16.72|10.61|11.79|11.778258706467637|2.0|204.0|206.0|2426.3799999999997|3.334474570234871e-05|2018-04-23|2018-05-25|0.18181818181818182|0.8|1.0|8.0
2480|14|47|5.0|2|9|9|18.92|10.93|10.93|10.929999999999998|123.0|123.0|123.0|1344.3899999999999|1.8475400668807274e-05|2018-03-30|2018-03-30|1.0|1.0|1.0|64.0
2481|37|63|0.0|2|8|8|29.05|61.92|71.26|62.27378787878794|127.0|5.0|132.0|8220.14|0.00011296601436613589|2018-04-29|2018-05-14|0.3125|1.0|1.0|19.0
2482|37|63|0.0|2|8|8|10.94|3.15|3.31|3.3047540983606307|10.0|304.0|314.0|1037.74|1.4261235422792539e-05|2018-03-05|2018-06-01|0.14606741573033707|0.7692307692307693|1.0|1.0
2483|14|47|0.0|2|9|9|35.26|45.21|52.48|52.28351351351333|4.0|149.0|153.0|8000.36|0.00010994566791979928|2018-03-30|2018-04-24|0.11538461538461539|0.6|1.0|39.0
2484|14|47|0.0|2|9|9|37.57|63.49|63.49|63.48999999999982|207.0|207.0|207.0|13142.43|0.00018061102805863832|2018-03-30|2018-05-24|0.07142857142857142|0.4444444444444444|1.0|9.0
2485|14|47|0.0|2|9|9|41.04|82.76|122.84|88.76231884057988|181.0|31.0|212.0|18787.600000000002|0.0002581902852634158|2018-03-29|2018-05-24|0.10526315789473684|0.3333333333333333|1.0|9.0
2486|14|47|0.0|2|9|9|26.59|22.5|27.96|23.415083798882687|150.0|31.0|181.0|4241.76|5.829276886983684e-05|2018-03-29|2018-05-24|0.05263157894736842|0.2222222222222222|0.6666666666666666|9.0
2487|14|47|0.0|2|9|9|37.28|62.04|62.04|62.040000000000006|149.0|149.0|149.0|9243.96|0.0001270359529351064|2018-03-30|2018-03-30|1.0|1.0|1.0|64.0
2488|14|47|0.0|2|9|9|32.66|41.71|53.25|41.86700680272112|150.0|2.0|152.0|6363.0|8.744410063718169e-05|2018-03-30|2018-05-15|0.06382978723404255|0.375|1.0|18.0
2489|14|47|0.0|2|9|9|32.08|39.53|49.1|41.90984126984136|142.0|48.0|190.0|7970.06|0.00010952926744057462|2018-03-30|2018-05-24|0.125|0.6666666666666666|1.0|9.0
2490|14|47|0.0|2|9|9|33.81|47.89|47.89|47.88999999999999|17.0|17.0|17.0|814.13|1.1188254856474732e-05|2018-05-30|2018-05-31|1.0|1.0|1.0|2.0
2491|14|47|5.0|2|9|9|30.06|31.39|32.51|32.47769230769238|3.0|101.0|104.0|3377.68|4.6418071639194694e-05|2018-03-30|2018-05-24|0.07142857142857142|0.4444444444444444|0.6666666666666666|9.0
2492|14|47|0.0|2|9|9|40.75|81.02|81.02|81.02000000000031|178.0|178.0|178.0|14421.56|0.0001981895872992541|2018-03-30|2018-05-24|0.05357142857142857|0.3333333333333333|0.6666666666666666|9.0
2493|0|67|0.0|3|14|16|62.94|24.98|24.98|24.979999999999997|10.0|10.0|10.0|249.8|3.4328990003407177e-06|2018-05-07|2018-05-07|1.0|1.0|1.0|26.0
2494|0|67|0.0|3|14|16|42.42|30.03|30.65|30.59363636363636|1.0|10.0|11.0|336.53|4.624793837408573e-06|2018-05-13|2018-05-16|0.5|1.0|1.0|17.0
2495|0|67|0.0|3|14|16|46.41|40.14|40.14|40.14|2.0|2.0|2.0|80.28|1.1032551310942867e-06|2018-03-25|2018-04-27|0.058823529411764705|0.3333333333333333|1.0|36.0
2496|0|67|0.0|3|14|16|56.39||||||||||||||
2497|0|2|0.0|2|9|9|9.64|5.26|6.33|6.3162820512820685|2.0|155.0|157.0|991.67|1.3628114298110004e-05|2018-02-04|2018-04-07|0.15873015873015872|0.8|1.0|56.0
2498|0|2|0.0|2|9|9|8.69|4.63|4.63|4.629999999999996|140.0|140.0|140.0|648.1999999999999|8.907946885591885e-06|2018-02-09|2018-03-30|0.18|0.75|1.0|64.0
2499|0|68|0.0|2|9|9|12.34|4.74|7.12|4.9621333333333375|69.0|7.0|76.0|376.9|5.179582198672603e-06|2018-03-09|2018-05-02|0.21818181818181817|0.8888888888888888|1.0|31.0
2500|0|68|0.0|2|9|9|15.12|6.1|8.73|8.706306306306319|1.0|115.0|116.0|1010.0500000000001|1.3880703103659495e-05|2018-03-11|2018-04-19|0.175|0.5714285714285714|1.0|44.0
2501|10|43|5.0|2|8|8|23.35||||||||||||||
2502|44|53|0.0|2|9|9|38.94|16.45|16.45|16.450000000000017|62.0|62.0|62.0|1019.9|1.4016067615882697e-05|2018-03-21|2018-04-22|0.15151515151515152|0.6|1.0|41.0
2503|44|53|5.0|2|9|9|60.5|58.62|61.71|61.61190476190479|2.0|61.0|63.0|3881.5499999999997|5.334255049948963e-05|2018-03-21|2018-05-06|0.06382978723404255|0.42857142857142855|1.0|27.0
2504|44|53|0.0|2|9|9|85.66|166.39|175.16|172.99456790123435|20.0|61.0|81.0|14012.56|0.00019256886795922468|2018-03-21|2018-05-13|0.05555555555555555|0.375|0.6666666666666666|20.0
2505|44|53|0.0|2|9|9|50.67|81.72|81.72|81.72000000000006|89.0|89.0|89.0|7273.08|9.995095701120122e-05|2018-03-21|2018-05-06|0.0425531914893617|0.2857142857142857|0.6666666666666666|27.0
2506|44|53|0.0|2|9|9|45.88|60.67|60.67|60.67000000000005|92.0|92.0|92.0|5581.64|7.670619045741298e-05|2018-03-21|2018-05-07|0.08333333333333333|0.375|0.6666666666666666|26.0
2507|44|53|0.0|2|9|9|88.65|194.18|194.18|194.18000000000018|61.0|61.0|61.0|11844.98|0.00016278070456787747|2018-03-21|2018-04-23|0.08823529411764706|0.5|1.0|40.0
2508|44|53|3.0|2|9|9|38.94|14.53|16.45|16.192958579881655|2.0|131.0|170.0|2751.9599999999996|3.781905817845332e-05|2018-03-21|2018-05-14|0.14545454545454545|0.5555555555555556|1.0|19.0
2509|44|53|0.0|2|9|9|86.85|155.16|182.6|178.6511578947371|2.0|132.0|191.0|34126.32|0.00046898402647440923|2018-03-21|2018-04-27|0.21052631578947367|0.8333333333333334|1.0|36.0
2510|44|53|0.0|2|9|9|88.07|127.81|139.82|133.39604651162801|23.0|20.0|43.0|5736.03|7.882790893884854e-05|2018-03-21|2018-05-15|0.05357142857142857|0.3333333333333333|0.6666666666666666|18.0
2511|44|53|0.0|2|9|9|95.76|179.73|208.02|187.2355102040816|36.0|13.0|49.0|9174.54|0.00012608194233220947|2018-03-21|2018-04-22|0.06060606060606061|0.4|1.0|41.0
2512|43|53|0.0|2|9|9|35.73|30.77|44.82|44.53616161616168|2.0|99.0|101.0|4498.72|6.182406481510326e-05|2018-03-31|2018-04-09|0.4|1.0|1.0|54.0
2513|43|53|0.0|2|9|9|31.26|29.08|30.02|29.992079207920778|3.0|99.0|102.0|3059.22|4.204160640441285e-05|2018-04-04|2018-04-14|0.36363636363636365|1.0|1.0|49.0
2514|43|53|0.0|2|9|9|29.67|25.66|28.88|25.787524752475257|99.0|4.0|103.0|2655.86|3.649839527239751e-05|2018-04-04|2018-04-30|0.18518518518518517|0.8|1.0|33.0
2515|43|53|5.0|2|9|9|27.75|21.0|23.64|21.649846153846124|98.0|32.0|130.0|2814.48|3.8678244909843644e-05|2018-04-04|2018-05-22|0.14285714285714285|0.625|1.0|11.0
2516|0|49|0.0|2|8|8|14.13|7.12|7.12|7.119999999999955|255.0|255.0|255.0|1815.6000000000001|2.4951046537304272e-05|2018-02-28|2018-05-17|0.25316455696202533|0.8333333333333334|1.0|16.0
2517|21|23|0.0|2|9|9|22.1|17.85|42.7|41.474999999999916|13.0|152.0|165.0|6722.450000000001|9.23838746390731e-05|2018-02-20|2018-04-07|0.10638297872340426|0.42857142857142855|1.0|56.0
2518|21|23|0.0|2|9|9|19.82|35.06|37.41|35.5957512953368|153.0|44.0|197.0|7010.22|9.633857978450162e-05|2018-02-19|2018-05-26|0.12371134020618557|0.42857142857142855|1.0|7.0
2519|0|23|5.0|2|9|9|10.49|11.79|12.97|12.548571428571444|35.0|63.0|98.0|1229.76|1.6900087568690957e-05|2018-03-11|2018-05-20|0.1267605633802817|0.5454545454545454|1.0|13.0
2520|21|23|0.0|2|9|9|7.87|2.24|2.93|2.8943542435424243|14.0|304.0|318.0|922.08|1.2671767454900595e-05|2018-02-20|2018-05-29|0.09090909090909091|0.4|0.75|4.0
2521|0|2|0.0|2|9|9|7.44|2.36|2.6|2.4838709677419426|60.0|64.0|124.0|308.0|4.232717742613855e-06|2018-03-11|2018-05-22|0.1232876712328767|0.6666666666666666|1.0|11.0
2522|0|2|0.0|2|9|9|9.9|9.9|9.9|9.900000000000013|157.0|157.0|157.0|1554.3|2.1360107751119203e-05|2018-03-08|2018-04-14|0.15789473684210525|0.8333333333333334|1.0|49.0
2523|29|58|0.0|2|8|8|18.75|6.09|8.13|6.942324929972038|187.0|57.0|359.0|2492.45|3.425271862849968e-05|2018-02-19|2018-04-29|0.21428571428571427|0.6|1.0|34.0
2524|29|58|0.0|2|8|8|22.04|9.9|9.9|9.900000000000059|354.0|354.0|354.0|3504.6|4.816228117131336e-05|2018-02-19|2018-05-23|0.1276595744680851|0.5714285714285714|1.0|10.0
2525|29|58|0.0|2|8|8|22.04|8.72|13.8|11.323673469387836|1.0|38.0|405.0|4577.48|6.290643120928593e-05|2018-02-19|2018-04-30|0.2112676056338028|0.8181818181818182|1.0|33.0
2526|29|58|0.0|2|8|8|23.69|12.28|14.15|12.767220843672451|310.0|107.0|417.0|5320.849999999999|7.312226039216534e-05|2018-02-19|2018-04-20|0.26229508196721313|0.8888888888888888|1.0|43.0
2527|29|58|0.0|2|8|8|34.22|37.01|52.76|45.93649164677801|171.0|133.0|425.0|19515.58|0.0002681946159850653|2018-02-19|2018-04-30|0.19718309859154928|0.5454545454545454|1.0|33.0
2528|29|58|0.0|2|8|8|46.06|90.27|117.71|98.03203883495176|224.0|43.0|318.0|31104.329999999998|0.0004274540566984299|2018-02-19|2018-04-30|0.19718309859154928|0.6363636363636364|1.0|33.0
2529|29|58|0.0|2|8|8|25.99|16.22|23.61|19.35782273603062|265.0|145.0|526.0|10182.419999999998|0.00013993282401540962|2018-02-19|2018-05-22|0.17204301075268819|0.6428571428571429|1.0|11.0
2530|29|58|0.0|2|8|8|23.03|11.28|14.37|12.454734177215213|240.0|124.0|416.0|5199.759999999999|7.145817016017472e-05|2018-02-19|2018-04-26|0.26865671641791045|0.9|1.0|37.0
2531|29|58|0.0|2|8|8|18.75|6.09|10.35|7.99549413735336|296.0|106.0|606.0|4834.42|6.643745230275089e-05|2018-02-19|2018-06-01|0.21359223300970873|0.8|1.0|1.0
2532|29|58|1.0|2|8|8|20.73|8.23|15.73|11.574471947194585|316.0|52.0|630.0|7246.650000000001|9.958774035556069e-05|2018-02-19|2018-05-22|0.23655913978494625|0.9285714285714286|1.0|11.0
2533|29|58|0.0|2|8|8|39.81|58.29|100.81|75.5077142857146|300.0|49.0|539.0|40602.85|0.0005579883233626264|2018-02-19|2018-05-22|0.22580645161290322|0.8571428571428571|1.0|11.0
2534|29|58|0.0|2|8|8|16.45|4.11|5.36|4.36260233918127|272.0|68.0|343.0|1497.3700000000001|2.0577742098239314e-05|2018-02-19|2018-04-14|0.21818181818181817|0.75|1.0|49.0
2535|29|58|0.0|2|8|8|32.57|31.92|46.48|37.639640287769815|240.0|52.0|420.0|15791.489999999998|0.00021701597371853655|2018-02-19|2018-04-27|0.29411764705882354|0.9|1.0|36.0
2536|29|58|0.0|2|8|8|22.37|10.34|17.58|13.176545893719766|232.0|35.0|423.0|5572.7|7.658333170215658e-05|2018-02-19|2018-04-20|0.19672131147540983|0.5555555555555556|1.0|43.0
2537|29|58|0.0|2|8|8|40.14|55.13|59.74|59.724885245901625|1.0|319.0|320.0|19112.190000000002|0.0002626509925753477|2018-02-19|2018-03-24|0.23529411764705882|0.8|1.0|70.0
2538|29|58|0.0|2|8|8|25.33|15.02|21.87|17.338124999999973|268.0|69.0|440.0|7632.15|0.00010488550882886471|2018-02-19|2018-05-31|0.19607843137254902|0.8|1.0|2.0
2539|29|58|0.0|2|8|8|31.91|30.02|40.06|32.863064066852395|259.0|101.0|363.0|11927.960000000001|0.00016392106469217|2018-02-19|2018-04-30|0.1267605633802817|0.36363636363636365|0.6666666666666666|33.0
2540|29|58|0.0|2|8|8|28.29|20.92|31.73|25.495863453815122|272.0|134.0|518.0|13274.93|0.0001824319212433667|2018-02-19|2018-05-18|0.21348314606741572|0.8461538461538461|1.0|15.0
2541|29|58|0.0|2|8|8|18.75|6.09|8.13|6.89444444444448|164.0|88.0|284.0|1962.16|2.696516053846494e-05|2018-02-19|2018-04-30|0.22535211267605634|0.7272727272727273|1.0|33.0
2542|0|64|0.0|2|8|8|22.91|8.9|19.39|18.155882352941166|4.0|30.0|34.0|617.3000000000001|8.483300852323158e-06|2018-03-11|2018-04-22|0.16279069767441862|0.7142857142857143|1.0|41.0
2543|0|23|0.0|2|9|9|9.08|9.45|11.57|10.396266094420616|149.0|106.0|255.0|2634.4700000000003|3.6204441270727025e-05|2018-03-08|2018-05-25|0.22784810126582278|0.75|1.0|8.0
2544|8|2|0.0|2|9|9|139.62|26.05|26.05|26.05000000000005|127.0|127.0|127.0|3308.35|4.546529786940437e-05|2018-03-04|2018-05-13|0.07042253521126761|0.45454545454545453|1.0|20.0
2545|8|2|0.0|2|9|9|111.51|12.3|12.3|12.3|5.0|5.0|5.0|61.5|8.451692895154288e-07|2018-03-04|2018-05-27|0.03529411764705882|0.23076923076923078|0.6666666666666666|6.0
2546|8|2|0.0|2|9|9|107.73|11.09|14.8|12.648545454545431|61.0|38.0|118.0|1506.03|2.0696752928275144e-05|2018-03-04|2018-05-27|0.07058823529411765|0.46153846153846156|1.0|6.0
2547|8|2|0.0|2|9|9|297.0|167.67|167.67|167.67000000000004|56.0|56.0|56.0|9389.519999999999|0.00012903632434619364|2018-03-04|2018-04-15|0.046511627906976744|0.2857142857142857|1.0|48.0
2548|8|2|0.0|2|9|9|205.85|75.89|75.89|75.8900000000001|118.0|118.0|118.0|8955.02|0.00012306516895929195|2018-03-04|2018-05-28|0.16279069767441862|0.7857142857142857|1.0|5.0
2549|8|2|0.0|2|9|9|158.76|32.54|32.54|32.53999999999998|71.0|71.0|71.0|2310.34|3.175005555022888e-05|2018-03-04|2018-05-27|0.09411764705882353|0.38461538461538464|0.6666666666666666|6.0
2550|8|2|0.0|2|9|9|219.24|90.38|93.5|93.28630136986303|5.0|69.0|74.0|6903.4|9.487059631285872e-05|2018-03-04|2018-03-21|0.3333333333333333|0.75|1.0|73.0
2551|8|2|0.0|2|9|9|132.3|20.54|23.63|22.31586206896556|37.0|50.0|87.0|1941.48|2.6680963775746583e-05|2018-03-04|2018-04-11|0.07692307692307693|0.42857142857142855|1.0|52.0
2552|45|46|0.0|2|9|9|124.35|279.78|279.78|279.78|6.0|6.0|6.0|1678.6799999999998|2.306941110445138e-05|2018-05-06|2018-05-06|1.0|1.0|1.0|27.0
2553|45|46|0.0|2|9|9|75.74|57.42|69.8|68.67454545454544|1.0|10.0|11.0|755.42|1.038142739326415e-05|2018-03-12|2018-04-04|0.08333333333333333|0.5|1.0|59.0
2554|45|46|4.0|2|9|9|117.72||||||||||||||
2555|45|46|0.0|2|9|9|35.92|22.99|22.99|22.990000000000006|36.0|36.0|36.0|827.64|1.1373917248366658e-05|2018-03-12|2018-04-19|0.05128205128205128|0.3333333333333333|1.0|44.0
2556|45|46|0.0|2|9|9|100.31|68.81|146.87|135.47727272727272|1.0|9.0|11.0|1490.25|2.0479894856916548e-05|2018-03-12|2018-04-04|0.08333333333333333|0.5|1.0|59.0
2557|45|46|0.0|2|9|9|43.1|39.72|39.72|39.72000000000001|18.0|18.0|18.0|714.96|9.825402198893512e-06|2018-03-12|2018-03-12|1.0|1.0|1.0|82.0
2558|45|46|0.0|2|9|9|34.59|6.57|13.73|12.246874999999998|3.0|12.0|16.0|195.95|2.692860524886964e-06|2018-03-09|2018-04-07|0.16666666666666666|0.6|1.0|56.0
2559|45|46|0.0|2|9|9|86.68|133.28|133.28|133.28000000000003|39.0|39.0|39.0|5197.92|7.143288379443964e-05|2018-03-12|2018-03-12|1.0|1.0|1.0|82.0
2560|45|46|0.0|2|9|9|73.78|58.44|58.44|58.44000000000003|25.0|25.0|25.0|1461.0|2.007792409726897e-05|2018-03-12|2018-03-12|1.0|1.0|1.0|82.0
2561|45|46|5.0|2|9|9|59.96||||||||||||||
2562|45|46|0.0|2|9|9|92.85|116.47|116.47|116.47|10.0|10.0|10.0|1164.7|1.6005994658514146e-05|2018-05-13|2018-05-13|1.0|1.0|1.0|20.0
2563|45|46|0.0|2|9|9|102.05|217.53|217.53|217.53|26.0|26.0|26.0|5655.78|7.772506608545645e-05|2018-04-03|2018-04-03|1.0|1.0|1.0|60.0
2564|45|46|0.0|2|9|9|77.93|68.85|68.85|68.84999999999997|25.0|25.0|25.0|1721.2499999999998|2.3654433163876937e-05|2018-03-12|2018-03-12|1.0|1.0|1.0|82.0
2565|45|46|0.0|2|9|9|39.06|29.56|29.56|29.55999999999998|26.0|26.0|26.0|768.56|1.056200502682891e-05|2018-03-12|2018-03-12|1.0|1.0|1.0|82.0
2566|45|46|0.0|2|9|9|92.6|80.75|98.24|96.78249999999998|1.0|11.0|12.0|1161.3899999999999|1.596050668537112e-05|2018-05-08|2018-05-09|1.0|1.0|1.0|24.0
2567|21|23|0.0|2|9|9|9.7|9.32|9.32|9.320000000000006|299.0|299.0|299.0|2786.6800000000003|3.829620090580253e-05|2018-02-20|2018-05-31|0.07920792079207921|0.3333333333333333|1.0|2.0
2568|0|53|5.0|3|14|16|34.1|47.48|55.7|51.24337349397608|303.0|247.0|550.0|28144.34|0.00038677612750700265|2018-01-28|2018-05-02|0.11578947368421053|0.6666666666666666|1.0|31.0
2569|0|53|0.0|3|14|16|18.15|4.81|5.97|5.506648044692748|151.0|228.0|379.0|2087.47|2.86872445005654e-05|2018-01-28|2018-04-03|0.25757575757575757|0.8181818181818182|1.0|60.0
2570|0|53|0.0|2|9|9|10.3|10.02|14.52|11.091793611793822|493.0|156.0|918.0|10344.02|0.00014215362657127458|2018-01-28|2018-06-01|0.16|0.6842105263157895|1.0|1.0
2571|0|53|5.0|2|9|9|7.03|3.54|4.26|4.098744650499342|216.0|778.0|994.0|4078.9199999999996|5.6054925502280854e-05|2018-01-28|2018-05-29|0.1885245901639344|0.7368421052631579|1.0|4.0
2572|0|55|0.0|2|9|9|20.41|28.02|38.31|34.040744680851034|39.0|63.0|102.0|3506.3100000000004|4.818578100033892e-05|2018-03-11|2018-05-25|0.07894736842105263|0.5|1.0|8.0
2573|8|2|0.0|2|9|9|100.24|10.52|14.03|11.91650684931504|87.0|8.0|151.0|1795.74|2.4678118698446115e-05|2018-03-04|2018-05-24|0.10975609756097561|0.6153846153846154|1.0|9.0
2574|8|2|4.0|2|9|9|155.73|39.45|57.88|49.81283333333331|71.0|80.0|182.0|9072.850000000002|0.00012468445834764325|2018-03-04|2018-06-01|0.12222222222222222|0.6428571428571429|1.0|1.0
2575|8|2|0.0|2|9|9|257.76|178.86|250.53|201.59688679245266|72.0|2.0|108.0|21795.680000000004|0.0002995290956114739|2018-03-04|2018-04-27|0.14545454545454545|0.5555555555555556|1.0|36.0
2576|8|2|0.0|2|9|9|175.42|34.73|40.38|35.81915662650606|70.0|16.0|86.0|3077.18|4.22884233221315e-05|2018-02-25|2018-04-22|0.12280701754385964|0.5555555555555556|1.0|41.0
2577|8|2|1.0|2|9|9|186.16|59.51|64.01|59.531226415094515|218.0|1.0|219.0|13037.19|0.00017916475787931144|2018-03-03|2018-05-30|0.056179775280898875|0.2857142857142857|0.6666666666666666|3.0
2578|8|2|0.0|2|9|9|207.64|82.57|93.5|93.14163934426229|2.0|60.0|62.0|5775.14|7.936538163662006e-05|2018-03-04|2018-03-12|0.3333333333333333|1.0|1.0|82.0
2579|8|2|0.0|2|9|9|249.48|149.27|149.27|149.27|13.0|13.0|13.0|1940.5100000000002|2.6667633463375366e-05|2018-03-12|2018-03-12|1.0|1.0|1.0|82.0
2580|0|65|0.0|2|8|8|24.53|26.48|30.77|30.585811518324665|2.0|171.0|194.0|5931.4|8.151279876149292e-05|2018-03-02|2018-04-30|0.31666666666666665|1.0|1.0|33.0
2581|0|65|0.0|2|8|8|12.48|1.94|4.05|3.861097560975616|14.0|142.0|164.0|633.22|8.70208288629203e-06|2018-03-05|2018-04-09|0.3888888888888889|0.6666666666666666|1.0|54.0
2582|9|39|0.0|4|18|26|5.22|3.88|4.54|4.117030456852855|512.0|290.0|802.0|3303.16|4.539397382692331e-05|2018-04-20|2018-06-01|0.23255813953488372|0.8571428571428571|1.0|1.0
2583|11|40|0.0|2|8|8|21.46||||||||||||||
2584|11|40|5.0|2|8|8|13.56||||||||||||||
2585|46|40|4.0|2|8|8|26.07|44.74|44.74|44.73999999999982|315.0|315.0|315.0|14093.1|0.00019367569616373804|2018-03-05|2018-05-20|0.2597402597402597|0.9090909090909091|1.0|13.0
2586|46|40|0.0|2|8|8|9.83|1.2|4.28|3.8355555555555543|25.0|152.0|297.0|1127.18|1.5490372678959367e-05|2018-02-23|2018-05-31|0.2653061224489796|0.7333333333333333|1.0|2.0
2587|11|40|0.0|2|8|8|22.09|11.81|27.22|26.363214285714346|9.0|269.0|287.0|7572.24|0.00010406219025756603|2018-03-05|2018-05-27|0.2619047619047619|0.8333333333333334|1.0|6.0
2588|47|69|0.0|2|8|8|25.82|23.8|23.8|23.8|1.0|1.0|1.0|23.8|3.2707364374743427e-07|2018-03-21|2018-03-21|1.0|1.0|1.0|73.0
2589|47|69|0.0|2|13|15|21.66|16.39|19.03|16.50770700636945|156.0|7.0|163.0|2690.05|3.69682544270078e-05|2018-03-20|2018-04-21|0.21212121212121213|0.6|1.0|42.0
2590|47|69|0.0|2|13|15|28.78|30.5|32.95|32.907758620689684|2.0|62.0|64.0|2103.9|2.891303525547172e-05|2018-03-21|2018-03-22|1.0|1.0|1.0|72.0
2591|47|69|0.0|2|8|8|29.63|41.96|41.96|41.96000000000003|112.0|112.0|112.0|4699.52|6.458357690184632e-05|2018-03-21|2018-06-01|0.0684931506849315|0.2727272727272727|0.75|1.0
2592|8|2|0.0|2|9|9|14.63|20.95|20.95|20.950000000000024|67.0|67.0|67.0|1403.6499999999999|1.9289786556558236e-05|2018-03-04|2018-04-12|0.2|0.7142857142857143|1.0|51.0
2593|8|2|0.0|2|9|9|217.35|91.09|91.09|91.09000000000007|69.0|69.0|69.0|6285.21|8.637506455537022e-05|2018-03-04|2018-03-30|0.14814814814814814|0.8|1.0|64.0
2594|8|2|0.0|2|9|9|204.12|35.61|88.05|76.92636363636363|16.0|52.0|68.0|5148.36|7.075180103040086e-05|2018-03-04|2018-04-06|0.11764705882352941|0.3333333333333333|1.0|57.0
2595|8|2|0.0|2|9|9|166.32|40.81|47.63|47.498846153846216|1.0|51.0|52.0|2469.94|3.394337292594696e-05|2018-03-04|2018-03-07|0.5|1.0|1.0|87.0
2596|8|2|0.0|2|9|9|239.86|141.73|144.13|142.8157142857142|24.0|19.0|43.0|6139.99|8.437936562490793e-05|2018-03-04|2018-04-11|0.10256410256410256|0.5714285714285714|1.0|52.0
2597|8|2|0.0|2|9|9|315.0|191.8|191.8|191.7999999999998|68.0|68.0|68.0|13042.400000000001|0.00017923635677359397|2018-03-07|2018-04-15|0.1|0.5|1.0|48.0
2598|8|2|0.0|2|9|9|279.72|194.18|194.18|194.18000000000006|34.0|34.0|34.0|6602.12|9.073022877553826e-05|2018-03-04|2018-05-08|0.06060606060606061|0.36363636363636365|0.6666666666666666|25.0
2599|8|2|0.0|2|9|9|117.18|14.28|17.61|15.323132530120454|57.0|26.0|83.0|1271.82|1.7478100907179067e-05|2018-03-04|2018-05-27|0.07058823529411765|0.38461538461538464|1.0|6.0
2600|8|2|0.0|2|9|9|232.47|56.69|120.77|115.04857142857153|5.0|51.0|56.0|6442.719999999999|8.853965991783484e-05|2018-03-04|2018-04-06|0.14705882352941177|0.5|1.0|57.0
2601|8|2|0.0|2|9|9|130.41|19.68|19.68|19.680000000000007|78.0|78.0|78.0|1535.04|2.10954254663051e-05|2018-03-07|2018-04-11|0.1388888888888889|0.5|1.0|52.0
2602|8|2|5.0|2|9|9|155.25|22.96|22.96|22.960000000000015|53.0|53.0|53.0|1216.88|1.6723083008545288e-05|2018-03-03|2018-04-11|0.125|0.5714285714285714|1.0|52.0
2603|17|50|0.0|2|8|8|24.75|31.61|38.82|35.02939130434756|169.0|111.0|350.0|12267.710000000001|0.000168590109669615|2018-03-05|2018-05-30|0.20689655172413793|0.6923076923076923|1.0|3.0
2604|48|50|0.0|2|8|8|11.72||||||||||||||
2605|48|50|0.0|2|13|15|13.8|7.35|7.35|7.35|1.0|1.0|1.0|7.35|1.0100803703964881e-07|2018-06-01|2018-06-01|1.0|1.0|1.0|1.0
2606|41|65|0.0|2|8|8|95.21|178.29|211.37|210.09769230769245|2.0|52.0|54.0|11347.82|0.00015594843848697518|2018-03-26|2018-03-28|1.0|1.0|1.0|66.0
2607|16|49|0.0|2|8|8|13.25|7.25|8.88|7.5523981900452695|187.0|43.0|230.0|1737.5900000000001|2.387898708567665e-05|2018-04-06|2018-05-22|0.2978723404255319|1.0|1.0|11.0
2608|8|2|0.0|2|9|9|126.65|23.88|30.65|28.95749999999999|10.0|27.0|37.0|1066.35|1.4654410924793129e-05|2018-03-04|2018-05-24|0.12195121951219512|0.6153846153846154|1.0|9.0
2609|8|2|0.0|2|9|9|141.75|9.48|10.23|10.197391304347835|3.0|67.0|70.0|713.8500000000001|9.810147923912015e-06|2018-03-03|2018-05-26|0.058823529411764705|0.3076923076923077|1.0|7.0
2610|8|2|0.0|2|9|9|84.93|6.09|6.09|6.090000000000001|120.0|120.0|120.0|730.8|1.004308482565651e-05|2018-03-04|2018-04-22|0.16|0.75|1.0|41.0
2611|8|2|0.0|2|9|9|137.25|15.87|15.87|15.869999999999973|89.0|89.0|89.0|1412.4299999999998|1.941044649740288e-05|2018-02-23|2018-05-17|0.16666666666666666|0.7692307692307693|1.0|16.0
2612|8|2|0.0|2|9|9|141.75|25.27|31.17|27.5195652173913|56.0|29.0|94.0|2588.24|3.556912133163274e-05|2018-03-04|2018-05-04|0.06451612903225806|0.4|1.0|29.0
